ÐÐ,ÕóÈÝ,³É¼¨,ÊÇ·ñ±ß,±£»¤º®Òâ,±£»¤»ðÑæ,±£»¤´óC,±£»¤Ð¡C,±£»¤¶Ôµ¥,±£»¤¾Û¹Ö,±£»¤ÕæÈº,±£»¤Àà»ú,±£»¤ÀàÐÇ,±£»¤¾­Ñé¸¨,±£»¤ÀàºË,º®Òâ,»ðÑæ,Ó²Ç°ÅÅ,Ç°ÅÅ,¹«Ê½Õó,´óC,Ð¡C,¶Ôµ¥,¾Û¹Ö,ÕæÈº,Àà»ú,ÀàÐÇ,¾­Ñé¸¨,Ñø×ì,ÀàºË,ÓÐÎÞ¾Ñ,ÓÐÎÞÂó,ÓÐÎÞ¼á,ÓÐÎÞÀ×,ÓÐÎÞº®,ÓÐÎÞ×ì,ÓÐÎÞË«,ÓÐÎÞÐ¡,ÓÐÎÞÑô,ÓÐÎÞÅç,ÓÐÎÞ÷È,ÓÐÎÞµ¨,ÓÐÎÞ´¨,ÓÐÎÞÎÑ,ÓÐÎÞÈý,ÓÐÎÞ²ø,ÓÐÎÞ»ð,ÓÐÎÞ¸ß,ÓÐÎÞº£,ÓÐÎÞµÆ,ÓÐÎÞÏÉ,ÓÐÎÞÒ¶,ÓÐÎÞÁÑ,ÓÐÎÞÐÇ,ÓÐÎÞ´Å,ÓÐÎÞ¾í,ÓÐÎÞÓñ,ÓÐÎÞËâ,ÓÐÎÞÉ¡,ÓÐÎÞ½ð,ÓÐÎÞ¹Ï,ÓÐÎÞ»ú,ÓÐÎÞÔø,ÓÐÎÞÃ¨,ÓÐÎÞ±ù,ÓÐÎÞÎü,ÓÐÎÞ´Ì,ÓÐÎÞ±¬,ÓÐÎÞÆ®,ÓÐÎÞ·´,ÓÐÎÞÈô,ÓÐÎÞÄÌ,ÓÐÎÞÓÄ,ÓÐÎÞÄæ,ÓÐÎÞÌÙ
2,·´·´µÆÑôÒ¶,90892,0,0,0,1,2,1,0,3,2,1,0,0,0,0,0,1,1,1,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,µ¨´¨µ¨ÐÇ¼á,95275,0,1,0,0,3,0,1,0,2,1,0,1,1,0,1,1,0,0,3,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Ë«µÆÐÇÐ¡Äæ,82520,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,1,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,Æ®É¡¾Ñº£Ð¡,81577,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,»ú´Å½ðÉ¡Îü,17446,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Æ®À×ÏÉ»úÂó,111936,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,2,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,¹ÏÐ¡½ðÂóÅç,74230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,ÁÑÒ¶ÅçÂóË«,49726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,»úÎüÈô÷È½ð,79233,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,º£±ùµ¨ÁÑÆ®,92882,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,·´ÅçÓñÀ×ÎÑ,88238,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,1,1,2,2,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,Èý¾í²øÌÙ±¬,139640,0,0,0,0,2,1,1,2,0,1,1,1,0,0,1,1,1,0,2,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,Æ®·´µÆÎÑ¼á,128737,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,1,0,0,3,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5,¹Ï´¨Ë«ÓñÉ¡,60725,1,1,0,1,1,1,2,2,1,0,0,0,1,0,0,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,¹Ï·´Ë«Ð¡´Å,88903,1,0,0,1,3,0,0,3,2,1,0,0,0,0,0,1,0,1,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,¾íÆ®Ò¶²øµÆ,101938,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,1,1,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,Ã¨»úÓñÀ×µ¨,85032,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,Æ®´ÅÅçÐ¡ÄÌ,73888,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0,1,0,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,»ú±ùÀ×ÄæÄæ,91942,1,1,0,2,0,0,3,1,1,0,0,0,1,0,0,1,0,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
1,Ã¨÷È¼áÈô±¬,86409,1,0,0,0,1,0,1,2,0,0,1,0,0,0,2,1,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2,ÅçÒ¶º®¸ßÁÑ,90891,0,1,0,1,1,1,2,1,0,0,0,0,1,0,1,1,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Èý±ùÉ¡ÓñËâ,89757,0,1,0,0,1,1,2,0,0,0,1,0,1,0,0,1,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,¾íº£´ÌÐÇÈý,72438,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,ÎÑ¾íÎüÐÇ¿Õ,71641,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,Ë«÷È´Å½ð¸ß,122496,1,0,0,0,1,0,2,1,1,1,0,0,0,0,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ÅçÐÇ²ø¾íµ¨,112301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Ð¡Æ®Åç¼á±¬,110920,0,0,0,1,2,0,0,3,1,0,0,1,0,0,2,1,0,1,2,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,ÁÑ½ðÔø¹Ï¸ß,90962,0,0,0,2,1,0,1,2,1,1,1,0,0,0,2,1,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,¹Ïº£Ã¨ÐÇÔø,111624,1,0,0,2,1,1,0,2,0,3,2,0,0,0,1,1,1,2,1,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,ÐÇº®ÌÙµ¨×ì,77886,1,1,0,0,3,1,1,1,0,1,0,0,1,0,1,1,1,0,3,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,ÐÇË«ÎÑ»ú´¨,92202,0,1,0,1,3,0,1,2,1,0,0,0,1,0,0,1,0,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,·´À×ÎÑÒ¶±¬,77222,0,0,0,1,2,0,0,4,1,0,0,0,0,0,1,1,0,1,2,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,¹Ï¹Ï²ø÷ÈÈô,69839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,µ¨Ë«´¨É¡À×,68530,1,1,0,0,2,0,1,1,2,0,0,1,1,0,0,1,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ÈýÎÑÀ×»úÏÉ,76201,1,0,0,2,2,0,0,2,0,0,1,0,0,0,1,1,0,2,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ÎÑ·´Ã¨ÈýÌÙ,76511,0,0,0,0,3,0,0,3,1,2,2,0,0,0,0,1,0,0,3,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3,Åç±ùº£¸ß¸ß,84554,0,1,0,1,0,1,3,1,0,0,0,0,1,0,2,1,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,ÅçÒ¶·´µÆÓñ,70883,0,0,0,1,1,1,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,º£Ë«¼áÄæÓñ,64288,1,0,0,0,1,2,2,1,1,0,0,0,0,0,1,1,1,0,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,µ¨º£Ë«ÌÙËâ,110389,1,0,0,0,2,1,0,2,2,1,0,1,0,0,0,1,1,0,2,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,»úµ¨Èýº®Ò¶,123793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Ã¨ÑôÈôÉ¡±ù,73794,0,0,0,1,1,1,0,2,0,0,1,0,1,0,0,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4,º£ÐÇÐ¡·´Åç,98020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,Ð¡´¨µ¨¾íÉ¡,84637,1,1,0,0,3,0,1,0,2,0,0,1,1,0,0,1,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ÈýÒ¶Ë«À×²ø,69766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Ð¡º£½ðµ¨´Å,83695,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Ã¨ÐÇ¾í»ú²ø,128667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,ÁÑÆ®ÈôÎÑÌÙ,90244,0,0,0,0,4,0,0,4,1,1,0,1,0,0,0,1,0,0,4,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5,ÎÑµÆ¾ÑÎüËâ,18426,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,ÁÑ½ð±ù½ð´¨,59140,1,2,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,º£ÎÑÈô±ù2,94888,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,Åç±ù¹Ï´Å¸ß,95884,0,1,0,2,0,0,2,2,0,1,0,0,1,0,1,1,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,ÐÇÒ¶É¡Èý²ø,89562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,·´»ð»ð¾ÑË«,68018,1,0,1,0,1,0,0,3,1,0,0,0,0,1,0,1,0,0,2,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,¹Ïº£ÑôÎü¸ß,88662,1,0,0,2,0,2,1,2,0,1,1,0,0,0,1,1,1,2,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,º£Ð¡¹ÏÅçÓÄ,64783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,»úº£ÐÇ²ø´¨,103475,0,1,0,1,1,2,2,0,1,1,0,0,1,0,0,1,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Èý»ðËâ¾í¿Õ,86574,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Æ®¾Ñ´ÌÄæÏÉ,70440,1,0,0,0,1,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,¹Ï·´ÎüÓñÈý,133426,1,0,0,1,1,1,1,2,1,0,1,0,0,0,0,1,1,1,2,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,»ú·´»ðÈôÎÑ,110674,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3,Åç»ú»úÎüÃ¨,63572,0,0,0,3,0,0,0,1,2,0,1,0,0,0,0,1,0,3,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
4,Ð¡É¡Ò¶ÌÙÈô,50109,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,Æ®¹Ï¾ÑÈýÅç,82117,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,2,2,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,¾íÃ¨À×Èýº£,81554,1,0,0,1,2,1,0,1,0,0,2,1,0,0,0,1,1,1,2,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,¹Ï¾ÑÔøÎü¿Õ,77371,0,0,0,2,0,0,0,2,0,1,2,0,0,0,1,1,0,2,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,ÁÑÃ¨µÆ»ð¼á,80945,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,Ã¨ÈýÎÑº£º£,112509,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,1,1,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,ÑôÀ×ËâÐ¡ÁÑ,102352,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,2,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,¹ÏÀ×²øÃ¨Ã¨,100886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,¹Ï¾ÑÉ¡ÈýÈý,93018,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Èý½ðÏÉÎÑÈô,96829,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,Ë«´¨É¡»úÄæ,95529,0,1,0,1,1,0,2,1,1,0,0,0,1,0,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,Ð¡É¡±¬¿Õ¿Õ,77372,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,»ú÷ÈÎüÈô¹Ï,111816,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2,º£Ã¨±ù±ùÔø,86162,0,2,0,1,0,1,2,1,0,1,2,0,2,0,1,1,1,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
3,Ð¡´ÅÆ®ÅçÀ×,107792,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
